cve_id,vendor
CVE-2002-2310,kryptronic
CVE-2002-2309,php
CVE-2002-2306,kazaa
CVE-2002-2305,phpsecure.org
CVE-2002-2304,myphpsoft
CVE-2002-2303,3d3.com
CVE-2002-2302,3d3.com
CVE-2002-2301,lawson_software
CVE-2002-2300,3com
CVE-2002-2299,atthat.com
CVE-2002-2298,atthat.com
CVE-2002-2297,atthat.com
CVE-2002-2296,yabb
CVE-2002-2295,pico_server
CVE-2002-2294,symantec
CVE-2002-2292,halycon_software
CVE-2002-2291,calisto
CVE-2002-2290,mambo
CVE-2002-2289,working_resources_inc.
CVE-2002-2288,mambo
CVE-2002-2287,phpbb
CVE-2002-2286,apt-www-proxy
CVE-2002-2285,ca
CVE-2002-2283,microsoft
CVE-2002-2280,openbsd
CVE-2002-2279,aldap
CVE-2002-2278,portail_web_php
CVE-2002-2277,portail_web_php
CVE-2002-2276,ultimate_php_board
CVE-2002-2273,webster
CVE-2002-2272,apache
CVE-2002-2271,bigfun
CVE-2002-2270,hp
CVE-2002-2269,webster
CVE-2002-2268,netdave
CVE-2002-2265,open_source_internet_solutions
CVE-2002-2263,hp
CVE-2002-2261,sendmail
CVE-2002-2260,mozilla
CVE-2002-2259,gnuplot
CVE-2002-2258,mobydisk
CVE-2002-2257,tuxbr
CVE-2002-2256,pwins
CVE-2002-2255,phpbb
CVE-2002-2254,linux
CVE-2002-2253,cyrus
CVE-2002-2252,atthat.com
CVE-2002-2251,marcos_luiz_onisto
CVE-2002-2250,sybase
CVE-2002-2249,php_evolution
CVE-2002-2248,netscape
CVE-2002-2247,mambo
CVE-2002-2246,deerfield
CVE-2002-2245,netbsd
CVE-2002-2244,akfingerd
CVE-2002-2242,kismac
CVE-2002-2241,deerfield
CVE-2002-2240,myserver
CVE-2002-2239,cisco
CVE-2002-2238,kunani
CVE-2002-2237,tftp
CVE-2002-2236,apt-www-proxy
CVE-2002-2235,jelsoft
CVE-2002-2234,netscreen
CVE-2002-2233,mollensoft_software
CVE-2002-2232,mollensoft_software
CVE-2002-2231,ikonboard
CVE-2002-2230,ikonboard
CVE-2002-2229,sapio_design_ltd
CVE-2002-2228,mailscanner
CVE-2002-2227,rtfm
CVE-2002-2226,tftpd32
CVE-2002-2196,samba
CVE-2002-2154,monkey-project
CVE-2002-2019,oscommerce
CVE-2002-1991,oscommerce
CVE-2002-1979,watchguard
CVE-2002-1978,darren_reed
CVE-2002-1958,kmmail
CVE-2002-1877,netgear
CVE-2002-1874,astrocam
CVE-2002-1852,monkey-project
CVE-2002-1798,coxco_support
CVE-2002-1700,macromedia
CVE-2002-1700,microsoft
CVE-2002-1663,monkey-project
CVE-2002-1660,jelsoft
CVE-2002-1651,verity
CVE-2002-1590,sun
CVE-2002-1432,coxco_support
CVE-2002-1401,postgresql
CVE-2002-1365,fetchmail
CVE-2002-1360,cisco
CVE-2002-1360,fissh
CVE-2002-1360,intersoft
CVE-2002-1360,netcomposite
CVE-2002-1360,pragma_systems
CVE-2002-1360,putty
CVE-2002-1360,winscp
CVE-2002-1359,cisco
CVE-2002-1359,fissh
CVE-2002-1359,intersoft
CVE-2002-1359,netcomposite
CVE-2002-1359,pragma_systems
CVE-2002-1359,putty
CVE-2002-1359,winscp
CVE-2002-1358,cisco
CVE-2002-1358,fissh
CVE-2002-1358,intersoft
CVE-2002-1358,netcomposite
CVE-2002-1358,pragma_systems
CVE-2002-1358,putty
CVE-2002-1358,winscp
CVE-2002-1357,cisco
CVE-2002-1357,fissh
CVE-2002-1357,intersoft
CVE-2002-1357,netcomposite
CVE-2002-1357,pragma_systems
CVE-2002-1357,putty
CVE-2002-1357,winscp
CVE-2002-1222,cisco
CVE-2002-1203,ibm
CVE-2002-1200,balabit
CVE-2002-1175,fetchmail
CVE-2002-1174,fetchmail
CVE-2002-1111,mantis
CVE-2002-1024,cisco
CVE-2002-0999,care_2002
CVE-2002-0813,cisco
CVE-2002-0649,microsoft
CVE-2002-0596,webtrends
CVE-2002-0563,oracle
CVE-2002-0493,apache
CVE-2002-0422,microsoft
CVE-2002-0419,microsoft
CVE-2002-0270,opera_software
CVE-2002-0159,cisco
CVE-2002-0146,fetchmail
CVE-2002-0083,immunix
CVE-2002-0083,mandrakesoft
CVE-2002-0083,openbsd
CVE-2002-0083,openpkg
CVE-2002-0083,conectiva
CVE-2002-0083,engardelinux
CVE-2002-0083,redhat
CVE-2002-0083,suse
CVE-2002-0083,trustix
CVE-2002-0070,microsoft
CVE-2002-0053,microsoft
CVE-2002-0013,snmp
CVE-2002-0012,snmp
CVE-2001-1594,gehealthcare
CVE-2001-1593,gnu
CVE-2001-1587,novell
CVE-2001-1586,analogx
CVE-2001-1585,openbsd
CVE-2001-1584,michael_barretto
CVE-2001-1582,sun
CVE-2001-1539,microsoft
CVE-2001-1473,ssh
CVE-2001-1463,serv-u
CVE-2001-1456,mcafee
CVE-2001-1456,network_associates
CVE-2001-1456,pgp
CVE-2001-1456,sgi
CVE-2001-1432,cherokee
CVE-2001-1378,fetchmail
CVE-2001-1247,php
CVE-2001-1205,matrixs_cgi_vault
CVE-2001-1009,fetchmail
CVE-2001-0819,fetchmail
CVE-2001-0803,open_group
CVE-2001-0781,pi-soft
CVE-2001-0780,cosmicperl
CVE-2001-0775,xli
CVE-2001-0775,xloadimage
CVE-2001-0771,spytech-web
CVE-2001-0748,acme_labs
CVE-2001-0629,hp
CVE-2001-0576,sco
CVE-2001-0566,cisco
CVE-2001-0537,cisco
CVE-2001-0427,cisco
CVE-2001-0361,openbsd
CVE-2001-0361,ssh
CVE-2001-0308,bajie
CVE-2001-0307,bajie
CVE-2001-0153,microsoft
CVE-2001-0136,proftpd
CVE-2001-0136,conectiva
CVE-2001-0136,debian
CVE-2001-0136,mandrakesoft
CVE-2001-0103,coffeecup_software
CVE-2001-0054,serv-u
CVE-2001-0041,cisco
CVE-2000-1254,openssl
CVE-2000-1247,apache
CVE-2000-1246,novell
CVE-2000-1205,apache
CVE-2000-0876,texas_imperial_software
CVE-2000-0864,gnome
CVE-2000-0844,caldera
CVE-2000-0844,immunix
CVE-2000-0844,conectiva
CVE-2000-0844,sgi
CVE-2000-0844,debian
CVE-2000-0844,ibm
CVE-2000-0844,mandrakesoft
CVE-2000-0844,redhat
CVE-2000-0844,slackware
CVE-2000-0844,sun
CVE-2000-0844,suse
CVE-2000-0844,trustix
CVE-2000-0844,turbolinux
CVE-2000-0715,kirk_bauer
CVE-2000-0715,conectiva
CVE-2000-0649,microsoft
CVE-2000-0589,sawmill
CVE-2000-0588,sawmill
CVE-2000-0400,microsoft
CVE-2000-0380,cisco
CVE-2000-0368,cisco
CVE-2000-0305,be
CVE-2000-0305,microsoft
CVE-2000-0277,microsoft
CVE-2000-0258,microsoft
CVE-2000-0219,redhat
CVE-2000-0155,microsoft
CVE-2000-0132,microsoft
CVE-1999-1593,
CVE-1999-1547,oracle
CVE-1999-1462,bb4
CVE-1999-1011,microsoft
CVE-1999-0999,microsoft
CVE-1999-0995,microsoft
CVE-1999-0994,microsoft
CVE-1999-0993,microsoft
CVE-1999-0987,microsoft
CVE-1999-0981,microsoft
CVE-1999-0945,microsoft
CVE-1999-0918,microsoft
CVE-1999-0909,microsoft
CVE-1999-0899,microsoft
CVE-1999-0898,microsoft
CVE-1999-0891,microsoft
CVE-1999-0886,microsoft
CVE-1999-0877,microsoft
CVE-1999-0876,microsoft
CVE-1999-0875,microsoft
CVE-1999-0875,sun
CVE-1999-0874,microsoft
CVE-1999-0867,microsoft
CVE-1999-0861,microsoft
CVE-1999-0858,microsoft
CVE-1999-0839,microsoft
CVE-1999-0802,microsoft
CVE-1999-0794,microsoft
CVE-1999-0777,microsoft
CVE-1999-0766,microsoft
CVE-1999-0755,microsoft
CVE-1999-0728,microsoft
CVE-1999-0726,microsoft
CVE-1999-0725,microsoft
CVE-1999-0721,microsoft
CVE-1999-0702,microsoft
CVE-1999-0701,microsoft
CVE-1999-0700,microsoft
CVE-1999-0680,microsoft
CVE-1999-0656,linux
CVE-1999-0606,seaside_enterprises
CVE-1999-0605,austin_contract_computing
CVE-1999-0491,gnu
CVE-1999-0453,cisco
CVE-1999-0387,microsoft
CVE-1999-0372,microsoft
CVE-1999-0366,microsoft
CVE-1999-0349,microsoft
CVE-1999-0348,microsoft
CVE-1999-0226,microsoft
CVE-1999-0001,bsdi
CVE-1999-0001,freebsd
CVE-1999-0001,openbsd
